28.61461,77.27602
28.61435,77.27549
28.61442,77.27544
28.61495,77.27651
28.61562,77.27783
28.61588,77.27835
28.61642,77.27944
28.61651,77.27963
28.61697,77.28061
28.61839,77.27969
28.61845,77.27959
28.61852,77.27949
28.61858,77.27943
28.61867,77.27935
28.61904,77.27911
28.61906,77.27909
28.61934,77.27893
28.61972,77.27869
28.62032,77.27829
28.62037,77.27826
28.6204,77.27826
28.62043,77.27826
28.62046,77.27828
28.62051,77.27832
28.62055,77.27836
28.62057,77.27839
28.62058,77.27843
28.62059,77.27849
28.6206,77.27854
28.62059,77.27857
28.62058,77.27858
28.62057,77.2786
28.62054,77.27863
28.62041,77.27872
28.61966,77.27921
28.61925,77.27943
28.61905,77.27955
28.61882,77.27969
28.61875,77.27971
28.61871,77.27973
28.61867,77.27973
28.61854,77.27973
28.61694,77.28078
28.61693,77.28079
28.6168,77.28087
28.61614,77.28132
28.61592,77.28147
28.61569,77.28163
28.6152,77.28195
28.61454,77.28238
28.61419,77.28262
28.61376,77.28294
28.61341,77.28324
28.61325,77.28338
28.61315,77.28347
28.61302,77.28355
28.61288,77.28365
28.61239,77.28398
28.61215,77.28415
28.61109,77.28485
28.61084,77.28504
28.61074,77.2851
28.61049,77.28524
28.6098,77.28565
28.60973,77.28569
28.60916,77.28605
28.60889,77.28623
28.6081,77.28668
28.60719,77.28715
28.60698,77.28727
28.60669,77.28744
28.60633,77.28762
28.60622,77.28768
28.60551,77.28803
28.60449,77.28854
28.60407,77.28875
28.60337,77.28911
28.60285,77.28937
28.60251,77.28955
28.60227,77.28966
28.60175,77.28993
28.60114,77.29024
28.60066,77.29048
28.60006,77.29079
28.59949,77.29109
28.59909,77.29129
28.59847,77.2916
28.5982,77.29175
28.59727,77.2922
28.5966,77.29257
28.59637,77.29268
28.59628,77.29272
28.59617,77.29278
28.59508,77.29331
28.59452,77.29359
28.59395,77.29388
28.59364,77.29406
28.59333,77.29425
28.59317,77.29434
28.59279,77.29459
28.5924,77.29482
28.59194,77.29512
28.59156,77.29536
28.59127,77.29554
28.5908,77.29584
28.59001,77.29631
28.58921,77.29677
28.58917,77.29679
28.58913,77.29682
28.58879,77.29701
28.58836,77.29726
28.5877,77.29762
28.58738,77.29779
28.58725,77.29786
28.58694,77.29804
28.58681,77.29814
28.58664,77.29827
28.58645,77.29843
28.58625,77.29862
28.58607,77.2988
28.586,77.29889
28.5859,77.29904
28.58576,77.29922
28.58572,77.29928
28.58568,77.29934
28.58565,77.2994
28.58544,77.29977
28.58532,77.29996
28.58528,77.30003
28.5852,77.30015
28.58501,77.30037
28.58483,77.30053
28.58434,77.30095
28.58411,77.30115
28.58404,77.30122
28.58391,77.30131
28.58373,77.30145
28.58335,77.30175
28.58272,77.3022
28.5827,77.30222
28.58218,77.3027
28.58199,77.30288
28.58175,77.30305
28.5812,77.30345
28.58067,77.30381
28.57983,77.30442
28.5794,77.3047
28.57564,77.30747
28.57476,77.30815
28.57383,77.30886
28.57285,77.3096
28.57268,77.30971
28.57251,77.30984
28.5718,77.31037
28.57068,77.31117
28.57065,77.3112
28.57041,77.31138
28.56949,77.31207
28.56937,77.31216
28.56715,77.31376
28.56548,77.31503
28.56503,77.3154
28.56431,77.31596
28.56415,77.31607
28.56411,77.31609
28.56389,77.31623
28.56145,77.31801
28.56084,77.31851
28.56058,77.31875
28.56049,77.31883
28.56038,77.31897
28.56024,77.31917
28.56005,77.31946
28.55983,77.31984
28.55952,77.3204
28.55914,77.32114
28.55882,77.32171
28.5583,77.32268
28.55817,77.32289
28.55807,77.32304
28.55793,77.32322
28.5578,77.32337
28.5578,77.32387
28.55781,77.32428
28.55782,77.32453
28.55785,77.32511
28.55786,77.32535
28.55784,77.32575
28.55782,77.32608
28.55778,77.32635
28.55774,77.32662
28.55766,77.3271
28.55765,77.32724
28.55764,77.32732
28.55765,77.32742
28.55774,77.32848
28.55931,77.33238
28.5597,77.33334
28.55998,77.33415
28.56024,77.33464
28.56056,77.33543
28.56075,77.33584
28.56105,77.33657
28.56134,77.33723
28.56134,77.33725
28.56147,77.3376
28.56161,77.33804
28.56178,77.33848
28.5618,77.33851
28.56185,77.33864
28.56194,77.33884
28.56204,77.33904
28.5621,77.33915
28.56216,77.33924
28.56224,77.33935
28.56249,77.33963
28.56264,77.33981
28.56278,77.33997
28.56283,77.34003
28.56297,77.34015
28.56304,77.34022
28.56309,77.34027
28.56314,77.34033
28.56318,77.34038
28.56329,77.34052
28.56338,77.34066
28.56345,77.3408
28.56348,77.34086
28.56355,77.34102
28.5636,77.34113
28.56366,77.34124
28.5637,77.34132
28.56508,77.34313
28.56573,77.34397
28.5658,77.34405
28.56644,77.34492
28.56655,77.34507
28.5679,77.34695
28.56793,77.34694
28.56796,77.34693
28.56799,77.34693
28.56802,77.34693
28.56805,77.34693
28.56808,77.34694
28.56811,77.34696
28.56814,77.34697
28.56816,77.34699
28.56818,77.347
28.5682,77.34702
28.56822,77.34705
28.56824,77.34707
28.56825,77.3471
28.56826,77.34712
28.56827,77.34715
28.56827,77.34717
28.56828,77.34719
28.56828,77.34721
28.56828,77.34723
28.56828,77.34726
28.56828,77.34728
28.56828,77.3473
28.56827,77.34732
28.5683,77.34743
28.56835,77.34755
28.56837,77.3476
28.56842,77.34767
28.56874,77.34807
28.5704,77.35025
28.5714,77.35158
28.57225,77.35275
28.57249,77.35305
28.57257,77.35316
28.57275,77.35339
28.57308,77.35383
28.57381,77.35482
28.57385,77.35487
28.57401,77.35509
28.57469,77.35601
28.57472,77.35605
