12.99923,77.66357
12.9988,77.66359
12.99871,77.6636
12.99865,77.6636
12.99859,77.6636
12.99854,77.66361
12.99852,77.66361
12.99846,77.66362
12.9984,77.66364
12.99837,77.66365
12.99835,77.66365
12.99834,77.66366
12.9983,77.66367
12.99825,77.66369
12.9982,77.66371
12.99816,77.66373
12.9981,77.66376
12.99804,77.6638
12.99754,77.66411
12.99727,77.66427
12.99725,77.66429
12.99691,77.66448
12.99668,77.66461
12.99606,77.665
12.99593,77.66512
12.99587,77.66517
12.99582,77.66524
12.99575,77.66538
12.99569,77.66551
12.99567,77.66564
12.99566,77.66578
12.99567,77.6659
12.9957,77.66607
12.99576,77.66621
12.99587,77.66651
12.99603,77.66695
12.99618,77.66731
12.99622,77.66742
12.99623,77.66749
12.99623,77.66755
12.99624,77.66775
12.99683,77.66903
12.99702,77.66947
12.99714,77.66955
12.9972,77.66962
12.99725,77.66969
12.99734,77.6699
12.99745,77.67014
12.99815,77.67162
12.99839,77.67212
12.99918,77.67375
12.99937,77.67415
12.99953,77.67448
12.99979,77.67506
12.99996,77.67546
13.00002,77.67559
13.00028,77.67616
13.00031,77.67624
13.00032,77.6763
13.00034,77.67635
13.00034,77.67639
13.00035,77.67644
13.00035,77.67658
13.00035,77.67662
13.00035,77.67664
13.00036,77.67687
13.00036,77.67689
13.00037,77.67713
13.00031,77.67809
13.00032,77.67829
13.00034,77.67857
13.00037,77.67892
13.00037,77.67928
13.00043,77.67938
13.00046,77.67948
13.00049,77.67967
13.00052,77.67993
13.00053,77.68011
13.00052,77.68034
13.00052,77.68058
13.0005,77.68074
13.00047,77.68097
13.00044,77.68121
13.00042,77.68132
13.0004,77.68155
13.00036,77.68225
13.00036,77.68356
13.00034,77.68424
13.00032,77.68473
13.00028,77.68523
13.00026,77.68567
13.00025,77.68591
13.00021,77.68623
13.00017,77.68646
13.00012,77.68661
13.00007,77.68673
12.99984,77.68711
12.99959,77.6875
12.99943,77.6877
12.99923,77.68791
12.99895,77.68816
12.99856,77.68852
12.99852,77.68856
12.99844,77.68864
12.99832,77.68876
12.99823,77.68887
12.99818,77.68894
12.99797,77.68937
12.99762,77.69005
12.99747,77.69036
12.99731,77.69069
12.99719,77.69094
12.99701,77.69138
12.99675,77.69214
12.99659,77.69261
12.99622,77.6938
12.99612,77.69411
12.99587,77.69468
12.99574,77.69497
12.99566,77.69517
12.99558,77.69537
12.99552,77.69555
12.99545,77.69584
12.99544,77.69587
12.99541,77.69604
12.99539,77.69616
12.99537,77.69632
12.99529,77.69684
12.99524,77.69719
12.9951,77.69779
12.99504,77.69802
12.99469,77.69905
12.99467,77.69911
12.99413,77.70124
12.99405,77.70147
12.99399,77.70171
12.99392,77.70198
12.99391,77.70206
12.99375,77.70266
12.99359,77.70338
12.99344,77.7039
12.99327,77.70445
12.99319,77.70472
12.99313,77.70494
12.99309,77.70514
12.99306,77.7054
12.99303,77.70578
12.99303,77.70587
12.993,77.70638
12.99299,77.70666
12.99298,77.70692
12.99296,77.70732
12.99295,77.70747
12.99294,77.70764
12.99292,77.70852
12.99291,77.70859
12.99291,77.70897
12.9929,77.70912
12.99289,77.70962
12.99289,77.7099
12.99286,77.71041
12.99283,77.71075
12.99278,77.71106
12.99251,77.71217
12.99224,77.71294
12.99204,77.71349
12.99199,77.71363
12.99198,77.71365
12.99187,77.71399
12.99184,77.71412
12.99184,77.71421
12.99184,77.71436
12.99188,77.71461
12.99197,77.71502
12.99218,77.71587
12.99224,77.71604
12.99229,77.7162
12.99229,77.71629
12.99228,77.71653
12.99224,77.71764
12.99223,77.71778
12.99223,77.71822
12.99223,77.7185
12.99225,77.71881
12.99224,77.71919
12.99223,77.7193
12.99221,77.71944
12.9922,77.71952
12.99217,77.7196
12.99213,77.71969
12.9919,77.72013
12.99155,77.72072
12.99134,77.72106
12.99125,77.7212
12.99091,77.72182
12.99087,77.72192
12.99082,77.72206
12.99078,77.7222
12.99072,77.72242
12.99065,77.72267
12.9906,77.72285
12.99055,77.72302
12.99043,77.72346
12.99026,77.72404
12.99026,77.72405
12.99005,77.72476
12.98997,77.72496
12.98995,77.72499
12.98984,77.72524
12.98974,77.72541
12.98959,77.72563
12.98938,77.72598
12.98932,77.7261
12.98928,77.72622
12.98919,77.72656
12.98914,77.72678
12.98913,77.72682
12.98905,77.72719
12.98892,77.72779
12.98874,77.72864
12.98871,77.72879
12.98864,77.72918
12.98849,77.72999
12.9884,77.73043
12.98828,77.73138
12.98826,77.73149
12.98824,77.73169
12.98822,77.73178
12.98801,77.73312
12.98792,77.73368
12.98791,77.73374
12.98781,77.73438
12.98776,77.73479
12.98769,77.73531
12.98766,77.73562
12.98764,77.7358
12.98764,77.73595
12.98763,77.73631
12.98761,77.73681
12.98761,77.73716
12.98761,77.73726
12.98761,77.73775
12.98761,77.73806
12.98763,77.739
12.98763,77.73986
12.98763,77.74002
12.98762,77.74009
12.9876,77.7402
12.9876,77.74022
12.9875,77.7407
12.98749,77.74075
12.98724,77.74173
12.98711,77.74226
12.98699,77.74266
12.98694,77.74284
12.98651,77.74463
12.98646,77.74479
12.98644,77.74485
12.98632,77.74526
12.98614,77.74585
12.98589,77.74656
12.98541,77.74778
12.98484,77.74937
12.98424,77.75115
12.98383,77.75242
12.98382,77.7525
12.98376,77.75248
12.98346,77.75237
12.98336,77.75234
12.98319,77.75229
12.98299,77.75224
12.98286,77.75221
12.98267,77.75218
12.98238,77.75212
12.98201,77.75205
12.98168,77.75198
12.98108,77.75188
12.98007,77.7517
12.98001,77.7517
12.97946,77.75159
12.97859,77.75141
12.9783,77.75135
12.97733,77.75115
12.97628,77.75092
12.97549,77.75077
12.97497,77.75067
12.97479,77.75064
12.97391,77.7505
12.97358,77.75045
12.97348,77.75044
12.97322,77.7504
12.97264,77.75033
12.97257,77.75032
12.97223,77.75029
12.97138,77.75017
12.97103,77.75013
12.97101,77.75013
12.97079,77.7501
12.97032,77.75004
12.97029,77.75004
12.96985,77.74999
12.9698,77.74998
12.97016,77.75003
